Sentence,Metric,Arabic
1,BLEU,0.1778279410038923
2,BLEU,0.2941699184198729
3,BLEU,0.3450213478610685
4,BLEU,0.3889342506993911
5,BLEU,0.02277284496167085
6,BLEU,0.6053011982655683
7,BLEU,0.13232291594986312
8,BLEU,0.31883606018827315
9,BLEU,0.3854565834148107
10,BLEU,0.47600077217677045
11,BLEU,0.36278234362008654
12,BLEU,0.3086151984683228
13,BLEU,0.2694575439144871
14,BLEU,0.29336839227510364
15,BLEU,0.2791371383202222
16,BLEU,0.5515955023801724
17,BLEU,0.5226787997235787
18,BLEU,0.22586836723768164
19,BLEU,0.622256959822235
20,BLEU,0.807681595142239
21,BLEU,0.2663610863692778
22,BLEU,0.09083627868206415
23,BLEU,0.5619690367869222
24,BLEU,0.8091067115702212
25,BLEU,0.08910017878980071
26,BLEU,0.3010410881231539
27,BLEU,0.09666336076993867
28,BLEU,0.5622008276590377
29,BLEU,0.4204031867961693
30,BLEU,0.14264965190603163
31,BLEU,0.4310152187414283
32,BLEU,0.3026558282583112
33,BLEU,0.24239379979381337
34,BLEU,0.5150697980826054
35,BLEU,0.11791940539925579
36,BLEU,0.2080315522738391
37,BLEU,0.41274160068707827
38,BLEU,0.3611059194474182
39,BLEU,0.06562836383697548
40,BLEU,0.4746397048574915
41,BLEU,0.009410489957951634
42,BLEU,0.2629964719424085
43,BLEU,0.44706764272018557
44,BLEU,0.03798229226827674
45,BLEU,0.07786777655685517
46,BLEU,0.43007886672858797
47,BLEU,0.428723285492463
48,BLEU,0.2845988079738968
49,BLEU,0.4173260194691081
50,BLEU,0.066870728484029
51,BLEU,0.31990679095202523
52,BLEU,0.23850080213378277
53,BLEU,0.18600766104975863
54,BLEU,0.20076516249807597
55,BLEU,0.5885235085313478
56,BLEU,0.47877944575018555
57,BLEU,0.02560744480557418
58,BLEU,0.038023006482871415
59,BLEU,0.1673872929477023
60,BLEU,0.32763623566737055
61,BLEU,0.19898107345153532
62,BLEU,0.4384861051674016
63,BLEU,0.42976413628238785
64,BLEU,0.6032820897294076
65,BLEU,0.39162127614717107
66,BLEU,0.1971006347473435
67,BLEU,0.3770603516957553
68,BLEU,0.11217238196054609
69,BLEU,0.22706901142584138
70,BLEU,0.09559448181846322
71,BLEU,0.06105827531739005
72,BLEU,0.41113361690051975
73,BLEU,0.16020720994064927
74,BLEU,0.21053437776648048
75,BLEU,0.21047837785657153
76,BLEU,0.3549481056010053
77,BLEU,0.23810678268356672
78,BLEU,0.16693809742208449
79,BLEU,0.4328559964189128
80,BLEU,0.17268854374470408
81,BLEU,0.34443316158631987
82,BLEU,0.2042128370387497
83,BLEU,0.04516881220954754
84,BLEU,0.302891221374327
85,BLEU,1.0
86,BLEU,0.1781381590620665
87,BLEU,0.6162607099729586
88,BLEU,0.15223232835737213
89,BLEU,0.19084758996741732
90,BLEU,0.33866566170511675
91,BLEU,0.788826808265408
92,BLEU,0.4437079277825306
93,BLEU,0.24207623565173003
94,BLEU,0.28577453241674095
95,BLEU,0.11417084020749113
96,BLEU,0.30045645229516077
97,BLEU,0.09554427922043669
98,BLEU,0.7160350546947921
99,BLEU,0.08315273112724772
100,BLEU,0.24420870196888622
101,BLEU,0.356822841549134
102,BLEU,0.3603212181157101
103,BLEU,0.24973315050397873
104,BLEU,0.08783602619713961
105,BLEU,0.11002068284361832
106,BLEU,0.1453171551194089
107,BLEU,0.2631631811766342
108,BLEU,0.42942053717247086
109,BLEU,0.17694975149532557
110,BLEU,0.09666336076993867
111,BLEU,0.14756414813723254
112,BLEU,0.4130597101436422
113,BLEU,0.06815339150498165
114,BLEU,0.0783092238402761
115,BLEU,0.2984745896009823
116,BLEU,0.036362270465000714
117,BLEU,0.0361808203044872
118,BLEU,0.34939124256882104
119,BLEU,0.16311818735078323
120,BLEU,0.33609969373444926
121,BLEU,0.4271802952435671
122,BLEU,0.44231933624679737
123,BLEU,0.14025775160081472
124,BLEU,0.2217778431170178
125,BLEU,0.45515001204119776
126,BLEU,0.045570540228394414
127,BLEU,0.2550792833603898
128,BLEU,0.4414777152519884
129,BLEU,0.6784065738153003
130,BLEU,0.2796842457966537
131,BLEU,0.1756985402051615
132,BLEU,0.08216107324922536
133,BLEU,0.21992062963866635
134,BLEU,0.0242252230043732
135,BLEU,0.0
136,BLEU,0.2516441111691874
137,BLEU,0.43305969773216824
138,BLEU,0.3328719260445266
139,BLEU,0.3289519344938796
140,BLEU,0.38815593666004833
141,BLEU,0.32892676518285585
142,BLEU,0.3701175189635787
143,BLEU,0.05411516285864537
144,BLEU,0.49444506108522585
145,BLEU,0.24598109058163015
146,BLEU,0.17729842264695017
147,BLEU,0.22745279037628083
148,BLEU,0.2951345587514431
149,BLEU,0.1322516156678471
150,BLEU,0.4096704143709139
151,BLEU,0.6142322395199378
152,BLEU,0.6214742377588016
153,BLEU,0.19834976253918624
154,BLEU,0.631043622132987
155,BLEU,0.3856923149943764
156,BLEU,0.5454823320068293
157,BLEU,0.19870027657611172
158,BLEU,0.5890151271587921
159,BLEU,0.36218227923552654
160,BLEU,0.32755582200726446
161,BLEU,0.49137870287274815
162,BLEU,0.47538527325677404
163,BLEU,0.3406409857668927
164,BLEU,0.17981949418962656
165,BLEU,0.3927215393750211
166,BLEU,0.021042495247559002
167,BLEU,0.2722749616948132
168,BLEU,0.4731109014586061
169,BLEU,0.4926274945069143
170,BLEU,0.027116999200172142
171,BLEU,0.04991383405036514
172,BLEU,0.4157344293678479
173,BLEU,0.3040559696901293
174,BLEU,0.3598590234416894
175,BLEU,0.2828917921475091
176,BLEU,0.35528337833906853
177,BLEU,0.145968714204439
178,BLEU,0.16999369873111328
179,BLEU,0.19543904636677345
180,BLEU,0.6939266303750037
181,BLEU,0.3110714091592621
182,BLEU,0.39535048313006754
183,BLEU,0.3210714008285143
184,BLEU,0.061175206929160446
185,BLEU,0.31688916239214343
186,BLEU,0.8335684335684784
187,BLEU,0.5948590702402718
188,BLEU,0.09092617426809149
189,BLEU,0.10247326523626138
190,BLEU,0.5427189230568614
191,BLEU,0.08609583710384033
192,BLEU,0.05388201687034918
193,BLEU,0.6100280831800348
194,BLEU,0.41002522295711225
195,BLEU,0.40183037319736853
196,BLEU,0.3432429127608971
197,BLEU,0.02777619034011792
198,BLEU,0.6731388340306188
199,BLEU,0.3898176783599689
200,BLEU,0.04213287322556837
201,BLEU,0.48656243093358675
202,BLEU,0.36741454942156665
203,BLEU,0.0864583382460677
204,BLEU,0.275103972483206
205,BLEU,0.2765355515845788
206,BLEU,0.3105985515678575
207,BLEU,0.5254873270842436
208,BLEU,0.3737914448702937
209,BLEU,0.08609583710384033
210,BLEU,0.010442642913025364
211,BLEU,0.24096681173888745
212,BLEU,0.48978423182869696
213,BLEU,0.44937405484804605
214,BLEU,0.17974990152520726
215,BLEU,0.048549177170732344
216,BLEU,0.3733588648380089
217,BLEU,0.4198041219791309
218,BLEU,0.1543995912587914
219,BLEU,0.06229275558531618
220,BLEU,0.21673253080317478
221,BLEU,0.3999076189887741
222,BLEU,0.07089528254487443
223,BLEU,0.44577906782094123
224,BLEU,0.48210451351192257
225,BLEU,0.40804134133163156
226,BLEU,0.22848523472845572
227,BLEU,0.23499498895203227
228,BLEU,0.35233890377934296
229,BLEU,0.5946957467921782
230,BLEU,0.5703017172567459
231,BLEU,0.2108445456905127
232,BLEU,0.36051335524999784
233,BLEU,0.3269809352502484
234,BLEU,0.32652587808849437
235,BLEU,0.47288038347485356
236,BLEU,0.2996709045159163
237,BLEU,0.21417643659566238
238,BLEU,0.2934712724688435
239,BLEU,0.29870304333851894
240,BLEU,0.05105362709447673
241,BLEU,0.4239119806452225
242,BLEU,0.387649529980251
243,BLEU,0.022074732512190616
244,BLEU,0.01726020940474759
245,BLEU,0.05694379754690802
246,BLEU,0.45573420287596933
247,BLEU,0.5775608172551292
248,BLEU,0.3463310018478865
249,BLEU,0.6415227314783161
250,BLEU,0.4161283090852226
251,BLEU,0.10620315618312248
252,BLEU,0.43012508513132625
253,BLEU,0.17928829465719695
254,BLEU,0.20600368193225815
255,BLEU,0.17694975149532557
256,BLEU,0.6158080285226778
257,BLEU,0.11362193664674995
258,BLEU,0.20313747122261766
259,BLEU,0.4049791580570232
260,BLEU,0.2709430941413862
261,BLEU,0.025128589800333053
262,BLEU,0.278001978456886
263,BLEU,0.33075246069269054
264,BLEU,0.1901360227464593
265,BLEU,0.5224377568977843
266,BLEU,0.8176221701316413
267,BLEU,0.018693000799960027
268,BLEU,0.5731224484094262
269,BLEU,0.255983588825506
270,BLEU,0.2698809072033866
271,BLEU,0.10322366680616309
272,BLEU,0.14034819564274212
273,BLEU,0.27245928860031193
274,BLEU,0.41417783779264816
275,BLEU,0.3422873810660958
276,BLEU,0.3641410562218426
277,BLEU,0.2575482466987684
278,BLEU,0.44219732271776674
279,BLEU,0.36033487238718187
280,BLEU,0.08022940758531313
281,BLEU,0.25585647681586055
282,BLEU,0.32917501747361294
283,BLEU,0.04802616576551228
284,BLEU,0.24384183193426084
285,BLEU,0.28965724221888883
286,BLEU,0.1764052031919895
287,BLEU,0.37803629060526933
288,BLEU,0.39469536234609737
289,BLEU,0.3074008969995202
290,BLEU,0.2637604981540385
291,BLEU,0.49358440497496947
292,BLEU,0.3238064912877012
293,BLEU,0.08156297558603418
294,BLEU,0.2216603785592187
295,BLEU,0.31820846840077754
296,BLEU,0.5029311140805834
297,BLEU,0.4036550868742121
298,BLEU,0.4405136963304348
299,BLEU,0.004525169597825274
300,BLEU,0.06543599555021161
301,BLEU,0.42522556728681377
302,BLEU,0.12874330508144843
303,BLEU,0.14095050466231498
304,BLEU,0.020255986027125642
