Sentence,Metric,Arabic
1,BLEU,0.1778279410038923
2,BLEU,0.20183839417980143
3,BLEU,0.45677023187402427
4,BLEU,0.1322148042039212
5,BLEU,0.3178710771330059
6,BLEU,0.4877298569700455
7,BLEU,0.1306551525096198
8,BLEU,0.3090015909429233
9,BLEU,0.4621148098801735
10,BLEU,0.5278704584405622
11,BLEU,0.46204190010938384
12,BLEU,0.3845398278713538
13,BLEU,0.4738603725810721
14,BLEU,0.42869556959966587
15,BLEU,0.3460947457809233
16,BLEU,0.6425548137379153
17,BLEU,0.49161492579579924
18,BLEU,0.4215795796305807
19,BLEU,0.3909859206840893
20,BLEU,0.4723708689393235
21,BLEU,0.4547248857714694
22,BLEU,0.16047214752482822
23,BLEU,0.9100365300271298
24,BLEU,0.6496350258549114
25,BLEU,0.170595737016168
26,BLEU,0.24473798291005006
27,BLEU,0.18992435055904786
28,BLEU,0.1730307790782461
29,BLEU,0.5930375486728965
30,BLEU,0.5645052754165096
31,BLEU,0.7598538528219758
32,BLEU,0.19364158150028551
33,BLEU,0.22429457097603636
34,BLEU,0.6147846630109972
35,BLEU,0.4836299098607122
36,BLEU,0.42025221406271446
37,BLEU,0.6288737300172274
38,BLEU,0.276606234184369
39,BLEU,0.35845135388686883
40,BLEU,0.5469211497705809
41,BLEU,0.3458101551879511
42,BLEU,0.6253041097136736
43,BLEU,0.2134867005213415
44,BLEU,0.4216890913810254
45,BLEU,0.3787817023130558
46,BLEU,0.725609877095715
47,BLEU,0.7084848699113824
48,BLEU,0.6489032136621952
49,BLEU,0.45812487506402666
50,BLEU,0.4177846869556757
51,BLEU,0.39696796913878485
52,BLEU,0.29193551542671065
53,BLEU,0.49132673222201045
54,BLEU,0.44350901501140416
55,BLEU,0.5789595981358345
56,BLEU,0.4864251118272176
57,BLEU,0.24267420198920692
58,BLEU,0.4246830191023565
59,BLEU,0.4068416364456384
60,BLEU,0.6451053133389115
61,BLEU,0.46867634235849187
62,BLEU,0.36082769713864316
63,BLEU,0.20997823319853734
64,BLEU,0.6126286594884289
65,BLEU,0.6051941316772782
66,BLEU,0.37317201641014935
67,BLEU,0.49620773637341964
68,BLEU,0.4750368458513746
69,BLEU,0.5250218956234867
70,BLEU,0.27713946222872327
71,BLEU,0.2700531598117409
72,BLEU,0.39938791763778786
73,BLEU,0.4072727798123019
74,BLEU,0.3490887612501173
75,BLEU,0.20522572280206466
76,BLEU,0.46892438882117243
77,BLEU,0.6586955271103722
78,BLEU,0.45539075357317976
79,BLEU,0.36066195600189016
80,BLEU,0.42882401770389644
81,BLEU,0.4552488712883087
82,BLEU,0.052467375825242975
83,BLEU,0.48633831680799433
84,BLEU,0.8578928092681435
85,BLEU,0.7044371001527127
86,BLEU,0.47138113848588986
87,BLEU,0.6646817937381975
88,BLEU,0.5119139560355037
89,BLEU,0.233320113722362
90,BLEU,0.47851729055526243
91,BLEU,0.6455296101786541
92,BLEU,0.2918271110182603
93,BLEU,0.4845766087853281
94,BLEU,0.6709262207161127
95,BLEU,0.33999677167048376
96,BLEU,0.48673078940419606
97,BLEU,0.03266828640925502
98,BLEU,0.5198919360797354
99,BLEU,0.4174441728660793
100,BLEU,0.6467843638084008
101,BLEU,0.7986960288678484
102,BLEU,0.5115135224889812
103,BLEU,0.044956981756297976
104,BLEU,0.8242367502646054
105,BLEU,0.5496171433259105
106,BLEU,0.2860959200146244
107,BLEU,0.26973554404309397
108,BLEU,0.25644964596501113
109,BLEU,0.26138257995169656
110,BLEU,0.30295380562963625
111,BLEU,0.3015190358993922
112,BLEU,0.6447356758181758
113,BLEU,0.7111583519118959
114,BLEU,0.40489936706391494
115,BLEU,1.0
116,BLEU,0.30064356811881215
117,BLEU,0.197516957569183
118,BLEU,0.5534621440398739
119,BLEU,0.17376436413676968
120,BLEU,0.19505869751154717
121,BLEU,0.6133254727315902
122,BLEU,0.423628109114339
123,BLEU,0.5061670140261408
124,BLEU,0.47447509265392074
